Number of bedrooms,Number of bathrooms,Living area sqft,Number of schools nearby,Distance from the airport,Price
4,2.5,2230,2,58,1000000
4,3,4040,3,66,988000
4,2.5,3600,2,79,923990
4,2.75,3140,3,80,920000
4,2.5,3300,2,60,905000
4,2.5,2520,2,60,865000
5,3.5,3630,3,80,834950
3,2.25,2780,1,65,834500
5,2.75,2860,3,64,750000
3,1.75,1490,2,66,685650
3,2.5,2920,2,65,675900
4,2.75,3060,2,74,657000
3,1.75,1530,2,78,635000
4,2.5,2540,2,69,630000
3,2,1860,2,66,615000
3,2.25,2530,2,73,615000
2,1,1530,3,72,590000
3,2.5,2600,3,61,581000
2,1.5,1990,1,57,580000
3,1.75,1890,2,80,575000
3,1.75,2580,2,57,570000
4,2.5,2120,1,65,550000
4,3,2360,2,65,550000
3,2.75,2230,1,69,550000
3,2.5,2170,2,74,539000
4,2.5,1720,3,66,536500
3,1.5,1260,2,61,499000
4,2.5,2550,2,62,492000
3,2.5,2430,1,76,485000
3,2.5,1690,2,62,475000
4,2.5,2320,1,51,470101
3,2.5,1470,3,78,435000
3,2.25,1630,2,75,425000
3,2.5,2070,3,74,423700
4,2.25,2520,1,70,415000
4,1.75,1510,3,55,402000
4,2.25,2120,3,77,379500
3,1,1290,1,70,362000
1,2.25,2060,2,50,360000
4,1.75,1680,1,50,359000
4,2.5,2470,2,74,352000
3,1,1010,3,67,350000
3,1,1120,2,71,343000
4,2.25,2060,1,63,340000
2,1,1360,1,59,335000
3,2.25,1770,3,54,327500
3,1.75,2100,3,73,323000
4,2.25,3340,3,70,311000
2,1,1100,1,69,303000
3,1,1010,1,75,300000
4,2,2050,3,74,300000
3,2.5,1870,2,80,299990
3,1.75,1160,2,67,285000
3,2.5,1890,1,72,285000
3,1.5,1280,3,64,281000
3,1.75,1440,2,60,274000
3,2.25,1750,2,54,270000
1,1,720,1,59,270000
3,1.75,1250,1,70,268000
2,1,960,2,60,267500
3,1.5,1030,1,72,267000
3,2.5,1410,3,50,265000
3,1.5,1750,1,51,260000
2,1,770,1,75,257000
3,2,1140,1,74,250000
3,1.75,1450,2,58,243000
3,1,1040,1,67,240000
3,1.75,1480,3,78,237500
2,1,810,3,69,237500
3,1,1200,3,57,210000
3,1,1010,3,67,200000
3,1,840,1,78,169950
4,4.75,4790,2,71,1680000
4,4.25,5020,1,72,1500000
4,3.25,3030,3,59,1350000
5,2.5,3200,2,55,1310000
4,1.75,3080,2,54,1140000
4,4,3770,2,60,1100000
3,1.75,1810,2,55,990000
4,2.5,2720,2,64,975000
4,3,2980,2,52,950000
4,2.5,3110,1,66,925000
5,2.25,2700,3,66,898000
2,1.75,1700,1,73,895000
3,3.5,3820,1,71,830000
5,3.5,4790,3,72,818500
4,2.5,2750,1,52,812500
4,3.25,2110,3,61,796000
4,2,1590,3,57,783200
4,2.5,2930,1,69,782500
4,2.5,2990,2,72,760000
3,2.5,2190,2,76,760000
5,2.75,3360,3,79,738515
3,3,2630,1,73,731781
3,2.5,2070,2,66,718000
3,2.75,2640,2,69,698000
4,2.5,3160,2,62,697000
2,1.75,2330,1,75,689000
4,3.5,2650,2,53,665000
3,2.5,2650,3,64,660000
4,3.5,3420,3,51,655000
4,2.5,2740,2,56,648000
4,2.5,1840,3,67,620000
4,3.5,3110,2,75,600600
3,1.75,2910,3,78,570000
5,4.25,3380,2,62,569950
5,3,2200,3,66,559900
3,1.5,1730,1,64,550000
4,3.25,3420,2,70,548000
4,2.5,2710,1,70,544999
3,1.75,1790,2,70,539000
6,1.75,2460,2,72,535000
4,2.5,2830,3,72,527000
2,1.75,1340,3,69,520000
4,2.5,2020,3,71,495000
3,2.5,1650,2,72,472500
5,4,3210,3,69,465000
3,2.5,2190,1,73,463000
3,2,1600,3,75,460000
3,2.5,2130,3,50,456000
7,4,3150,3,58,450000
3,1.75,1300,3,68,445950
5,2,2190,3,54,437000
3,2.5,1340,3,58,432500
2,1,1080,1,67,429000
3,1.75,2500,3,72,425000
3,1.5,1970,1,79,425000
3,1.75,1140,2,62,420000
3,1.75,1760,2,65,405000
5,2,2760,1,50,399950
3,1.75,1300,3,58,397500
4,1,1440,2,57,395000
3,2.25,2140,2,66,393000
6,4,2700,1,68,385000
2,2.5,2110,3,72,380000
4,2.75,3140,3,57,375000
3,2.5,2540,1,75,374950
4,2.5,3135,3,60,374500
3,1.75,1570,2,61,359950
3,2.75,2370,2,78,350000
3,1,940,2,74,347000
3,1.75,1870,2,72,344950
4,2,1590,1,73,330000
3,2.5,1870,1,68,325000
3,1,1990,3,62,310000
3,1.5,1030,1,68,301000
3,1.75,1830,1,78,300000
2,1.75,1050,3,73,295000
3,2,1700,3,80,290000
3,1.5,1970,2,76,289000
2,1,1260,2,80,280000
3,1,1530,1,78,279000
5,1.5,2550,2,52,272000
3,1,1240,1,63,270000
3,2,1430,3,69,234950
3,1,1010,2,72,234000
2,1,920,3,58,229950
2,1,860,1,66,222900
3,1.5,1310,1,64,222000
5,1,1260,3,63,220000
3,1,1020,1,65,214000
3,1,1010,2,65,205000
4,2,1750,2,74,199500
4,1,1470,2,54,180000
3,2.5,1520,3,75,158000
2,1,1040,3,75,154000
5,3.5,3210,3,71,1290000
5,4.5,3732,3,67,1230000
5,3.25,5180,3,75,1200000
3,2.75,2980,3,74,900000
4,1,1670,2,53,875000
4,2,3090,1,62,870000
4,2.5,3340,1,77,810000
4,2.5,2650,1,75,745000
2,1.75,1728,2,71,730000
3,3.25,3410,3,77,720000
3,1.75,2040,3,61,710500
4,2,2660,3,77,635000
3,2.25,1780,1,64,620000
5,3.25,3920,3,54,616200
3,2.75,2050,2,75,613200
4,2.5,2660,1,74,590000
4,2,2400,3,80,585000
4,2.5,2370,3,69,585000
4,2.25,2570,1,62,580000
2,2.5,1280,1,74,579000
3,3,1730,3,54,566950
3,3,1720,2,75,550388
2,1,1260,1,67,549950
3,2.5,2080,2,53,549950
4,2.5,2200,1,75,535000
4,2.25,2970,2,72,526000
3,1.75,2870,1,51,525000
2,1,1510,3,67,525000
4,1.75,1730,3,54,515000
3,1.75,1610,3,60,510000
4,2.5,1890,2,79,506500
3,3,2360,2,68,498000
3,1.75,1510,2,77,490000
5,2,1910,3,62,485000
3,2.5,2540,2,59,485000
2,1.75,1510,1,54,473000
5,3.75,3860,2,76,470000
4,1,1540,1,75,462500
3,1,1290,2,62,450000
4,2.5,2360,2,58,445000
3,2.5,2420,1,78,441500
3,1.75,1550,3,74,440000
2,1,1000,3,52,431000
4,2.5,2440,1,73,425000
3,2.5,3310,3,67,419000
7,3.25,4340,2,79,419000
1,1,1230,2,55,415000
4,1,1620,3,69,415000
5,3.5,3672,1,57,405000
5,3.5,2738,1,68,395950
2,1.75,1150,2,75,390000
4,1,1710,3,56,389900
4,2.5,2430,2,60,381500
3,1.5,1540,1,62,380000
3,1.5,1630,1,68,375000
4,2.5,1900,1,61,375000
4,2.5,2800,1,51,375000
2,1,1140,2,69,374000
3,2.5,2080,2,67,368000
3,1,1180,3,58,355000
2,1,860,1,50,353000
4,2.5,2210,1,69,353000
3,2.5,2540,2,63,347500
5,2.75,2440,3,74,340000
4,2.5,2310,2,77,334000
3,2.25,1340,2,79,330000
3,2.25,2140,3,64,280000
2,1,1140,2,78,275000
3,1,1190,1,73,275000
4,1.5,1800,1,57,272750
5,2.75,2920,2,79,265000
3,1,1420,2,63,264250
3,1.5,1320,3,65,260000
3,1,1690,3,68,260000
2,1,840,1,57,251000
3,3,1790,1,60,249950
2,1,1050,2,72,245000
3,1,1020,3,58,242500
3,1,940,3,70,242500
5,1,1500,1,74,235000
3,1,1020,1,56,216500
3,1,1190,1,66,215000
3,1,1170,3,63,209977
3,2,1410,1,75,205000
3,1.75,1050,2,80,199000
3,1,900,3,60,133400
3,4.25,5510,3,70,3800000
4,3.25,4830,1,70,3640000
2,2.75,3690,3,54,1900000
6,2.75,4460,3,69,1870000
4,3.25,2910,2,73,1850000
5,3.5,3620,3,70,1490000
4,2.5,3380,2,52,1430000
3,3,2490,3,76,1390000
4,3.25,3640,1,50,1270000
3,3.75,5400,2,80,1210000
3,2.5,3160,1,57,1150000
4,3.5,2990,2,70,1000000
4,1.75,2490,2,68,949000
4,3.5,3380,2,63,860000
5,2.75,4450,1,56,845950
4,3.5,2840,3,75,840000
2,2,1830,3,61,825000
4,2.25,2190,3,70,808000
4,2.5,3320,3,63,805000
4,2.5,2540,2,64,775000
3,2.5,2620,1,61,775000
3,2.5,2310,2,69,739000
4,3.5,3200,2,76,735000
3,2.25,2040,1,56,730000
4,2.5,2095,3,71,711000
3,2.5,2880,1,74,710800
2,1,1210,1,52,710000
4,2.5,2550,3,54,699000
3,2,2010,3,51,699000
2,2,1450,1,56,680000
5,3,2970,3,68,680000
3,1.75,1800,2,54,665000
6,2.25,2450,3,73,662500
4,2.25,1910,1,56,650000
3,2.5,2150,1,71,649950
3,2.5,2290,1,73,622500
3,2.25,2520,2,72,620000
3,2.5,2340,3,52,618000
5,3.5,3150,1,69,600000
4,2.5,2290,2,53,599950
4,3,2710,2,67,570000
3,2.5,2010,1,72,559000
4,1.75,1760,2,69,555000
3,3,3760,3,55,555000
2,1,1150,2,80,552000
3,2.25,1360,1,80,550000
4,3.5,2970,1,70,549995
4,3.5,2660,3,72,549995
3,2.25,2120,2,64,530000
4,1.75,1540,1,56,512500
2,2.5,1320,3,73,499950
4,2.25,2110,1,57,475000
3,1.75,2180,1,58,472000
3,2.75,2300,1,53,452000
5,3,2930,3,74,445000
4,2.5,2170,3,67,445000
3,1.75,2100,2,63,440000
4,2.5,2990,3,71,440000
2,1,1340,3,76,438400
3,2.5,1960,2,56,425000
4,2.5,2660,2,76,423000
3,1,1440,1,80,420000
2,1,910,1,67,415000
4,2.25,2150,2,66,410000
3,2.25,1190,3,77,400000
5,2.75,2840,3,63,396000
2,1.75,1460,3,52,390500
2,1,860,3,60,390000
3,2.75,1810,2,65,384205
4,1,1960,2,53,371000
3,2,2460,3,61,357000
5,2,1750,3,55,340000
3,2.5,1260,1,73,336000
2,1,1510,1,70,335000
2,1,1070,2,67,324000
3,1,1210,2,68,315000
4,2.25,2130,3,53,305000
3,2.5,1780,1,72,299950
2,1,960,2,56,290000
4,2.25,1610,3,72,288000
4,2.5,1820,2,75,286000
2,1,1050,2,68,285000
3,2.5,1610,1,57,250000
3,2.5,2120,3,56,248000
4,1,1120,1,72,227000
2,1,720,3,59,225000
3,2.5,2040,1,69,200126
4,1,1300,3,67,175000
5,4.25,6510,1,62,1900000
5,4.25,4150,3,55,1210000
5,3.25,4770,2,63,1040000
4,3.25,2830,1,69,1030000
4,3.5,3780,2,71,970000
4,2.75,2640,2,58,895000
3,2.5,2820,3,53,853505
3,2.5,3300,3,54,850000
3,2.5,2140,3,60,799000
3,2.5,3680,3,78,755000
3,1.75,2040,3,75,720000
4,3.5,1930,2,53,690000
3,2.5,2620,2,71,680000
4,2.75,2280,2,72,675000
4,3.5,2650,2,68,674950
3,3.25,1510,3,79,650000
3,2.5,2690,2,52,650000
4,2.5,2330,1,77,585000
4,2.5,2650,2,69,569995
5,2.75,3370,1,78,561000
3,2.5,2780,1,61,560000
4,1.75,2030,3,54,550000
3,3,2640,3,57,535000
3,1,1150,1,58,522000
4,2.25,2200,3,57,512500
3,1.75,1920,1,66,510000
3,2.5,2300,1,62,510000
3,3,2130,1,79,509000
3,2,1550,1,75,500000
3,1.75,1340,2,56,499950
3,3.5,3090,1,68,496000
3,2.25,1630,2,62,490000
3,2.5,2400,3,57,489950
2,2,2090,1,69,477500
3,2.5,2280,2,53,470000
3,1.75,1400,3,65,460000
4,2.5,3236,1,75,450000
2,2.5,1460,3,63,449000
4,2.5,2400,1,54,440000
4,2.5,1700,1,58,435000
3,2.5,1730,2,76,435000
2,1.5,901,2,74,435000
3,2.5,1710,2,51,416000
3,1.75,1970,3,53,408000
2,1.5,1070,2,74,350000
3,2.5,2240,1,56,349950
2,2,1300,3,67,344000
4,2.5,2360,2,77,340000
3,2.5,1400,1,78,340000
3,1.5,1210,1,75,324950
3,2.5,1660,3,57,295000
3,2.25,1610,3,60,280000
2,2,800,2,74,278750
3,1.5,1400,1,56,265000
2,1,670,3,80,250000
4,2.5,2040,3,73,250000
2,2,1090,3,55,249000
3,1,1020,1,57,235000
4,1.5,1160,1,58,199000
3,1,880,2,52,196000
4,1.75,3100,3,51,950000
3,2,1270,1,67,570000
4,1,1360,2,73,439500
3,1.5,1690,1,67,370000
2,1.75,1560,2,75,295000
4,2.5,2620,2,61,683000
4,2.5,2230,1,72,600000
2,2,1680,3,73,560000
4,1.75,1900,2,63,340000
4,3.5,5440,1,72,1770000
3,2.5,3060,2,70,1270000
4,3.5,3590,1,70,1210000
4,2.25,3740,3,65,1150000
4,3.75,4120,3,62,949950
4,3,2720,3,53,940000
3,3.25,2950,2,56,930000
5,2.5,2490,3,57,868500
4,3,3990,1,63,810000
3,1,1980,1,64,796000
3,2.5,1580,2,63,779000
2,1.75,2230,2,60,766500
4,1,2520,1,66,765000
3,3.25,2250,3,72,729000
5,3,3290,3,62,695000
3,1.75,2450,2,53,687500
3,1.75,1300,2,61,676500
4,2.25,2260,3,77,675000
3,2.5,2630,2,58,665000
4,2.5,2080,1,55,665000
3,1.75,2940,2,54,635000
3,2.5,2320,2,65,630000
3,2.5,2510,2,72,624000
3,1.75,1920,2,67,615000
5,3.5,2950,2,51,615000
4,2.25,2130,1,58,586000
4,2.25,2060,3,73,575000
3,3.5,1460,2,75,570000
2,1.75,2870,3,51,570000
4,1.5,1790,3,57,560000
3,2.75,1960,2,59,550000
3,2.25,2100,2,57,540000
4,1.75,2230,3,55,537000
3,2,1600,3,59,525000
3,2.5,1740,1,62,525000
3,1.75,2420,3,50,500000
2,1.75,2040,1,54,499000
3,2.75,1720,3,50,493000
3,2.5,2270,2,74,485000
4,2.5,3150,1,53,475000
2,2.5,1240,3,70,459000
2,1.75,990,3,78,458000
3,1,1210,2,54,453000
3,2.5,2790,3,66,450000
2,2,1510,3,57,450000
3,1.5,1440,3,71,450000
3,2.5,2230,3,79,440000
4,3.5,3180,3,67,440000
2,1.75,1910,1,68,435000
3,1.75,1930,2,57,434500
5,3,3880,2,66,430000
2,1.5,1400,2,64,421000
3,1,1060,1,73,400000
3,1.75,2340,2,64,396000
4,3.75,2220,2,51,392000
4,1,1280,2,59,390000
5,2.75,3220,2,73,384000
3,2.5,2430,1,72,359000
3,1,1360,2,71,355000
2,1,1280,3,53,350000
3,1.75,1270,2,79,335000
3,1.75,1880,3,69,334950
5,2.5,3597,3,78,330000
3,1,980,1,52,307500
3,1.75,1980,3,50,306000
4,2.5,1740,2,54,302000
4,2.25,1740,1,56,300000
2,1,800,2,74,299950
3,2.5,1690,3,72,293000
4,2.25,1930,3,72,289000
3,2,1300,2,66,240000
4,1.75,1550,1,51,229900
4,2,2220,2,52,225000
2,1,1210,1,65,198900
3,2,1080,3,74,147400
1,1,640,2,56,110000
2,1,830,2,75,85000
3,2.5,3280,2,67,1880000
3,3.25,3780,2,64,1150000
4,2.5,3320,3,75,1110000
4,3,2770,3,72,1110000
4,1.75,2120,2,57,980000
4,3,2370,1,65,957000
4,3.5,2800,2,57,880000
3,2,1570,2,70,835000
3,1.5,1180,2,56,816000
3,2.25,2170,1,76,802000
5,2.5,3320,2,51,800000
4,2.5,1710,3,76,749000
3,2.5,3020,2,61,735000
4,1.75,2620,1,70,720000
5,2,3110,3,70,719000
4,2.75,2240,3,55,675000
4,2.75,2100,1,56,640000
5,3.25,3710,3,53,635000
4,2.5,2980,1,65,623000
3,1.5,1780,3,64,588000
3,3.5,1700,3,63,585000
3,1.75,2120,2,78,578000
4,1.75,1740,1,59,560000
4,1.75,2350,2,80,555000
3,2.5,2080,3,78,550000
2,1.5,1300,1,62,550000
2,0.75,1040,1,64,550000
4,2.5,3020,1,78,530000
3,2.5,1970,2,62,509950
4,1.5,1330,2,61,500000
2,2,1510,1,59,485000
3,2,1860,1,57,460000
4,2.25,2550,1,52,452250
3,1.75,1850,3,56,450000
3,1.75,1830,3,78,450000
3,1.75,1850,3,56,445000
3,2.25,1760,1,60,440000
3,2.75,2600,3,58,430000
2,2,1350,2,50,428000
3,2.5,2050,1,61,427000
4,2.25,2120,1,80,426000
2,1,970,3,80,425000
3,3.25,1410,3,62,425000
4,1,1080,1,50,425000
5,2.25,3070,3,50,420000
3,2.25,2280,1,76,419950
4,2,1350,3,79,400000
4,2.5,2150,1,80,400000
2,1,1010,1,58,385000
4,1.75,1790,3,72,380000
2,1,930,3,80,379000
2,1,680,1,56,365000
4,2.25,1930,1,69,360000
5,2.5,2130,3,79,360000
3,2.25,2280,1,72,356000
3,2.75,2170,3,64,353000
3,2.75,3070,2,74,350000
4,2.5,2720,1,70,348000
3,1.75,1320,3,53,338995
3,1,1620,2,73,333000
4,1.75,1880,1,68,333000
3,1,1570,2,58,330000
3,1.75,1670,1,67,329900
4,2.5,2430,1,52,321000
3,2.5,1980,2,73,319950
3,2.5,1980,3,56,317950
3,1,1390,1,55,315000
4,2,1890,3,71,312000
4,1,1030,1,69,310000
2,1,780,3,78,289000
3,1.5,1380,1,68,285000
6,3,2400,3,70,280000
4,2.5,2040,3,60,279000
3,1.75,1540,2,62,272500
2,1.5,1380,2,76,270000
3,2.5,1730,1,60,269000
1,1,710,1,56,264000
4,2.75,2250,1,64,260000
3,1,1500,3,79,243000
3,1,970,1,52,242000
3,1.75,1380,3,57,235000
4,2.5,1960,3,55,234500
3,1,1190,3,75,230000
3,1,1190,1,52,228000
3,1.75,1610,2,51,225000
2,2,1310,3,61,219000
3,1.5,1150,3,78,213500
3,1,1030,2,58,209900
2,1,680,3,55,179900
3,1,1180,3,79,169950
3,1,910,1,66,169900
2,1,810,1,58,155000
2,1,790,3,60,118125
4,3.25,4580,2,79,2900000
4,2.5,2980,1,66,1600000
4,2.5,2790,2,70,1160000
6,3.25,3560,3,78,1100000
3,2.75,2500,3,80,990000
3,2.5,2830,3,70,959000
4,3,2940,1,66,870000
4,4,3650,2,53,799900
5,2.5,3040,1,70,795000
4,3,2440,2,80,780000
3,1.5,1590,2,69,720000
4,2.5,2740,3,53,706000
4,1.75,1690,2,77,705000
5,2.25,3210,1,74,696500
4,3.5,3420,1,64,679000
4,2.5,2810,2,54,674000
3,3,3040,2,61,653000
4,2.5,3050,2,72,635000
2,2.5,2470,1,57,635000
5,3.25,3500,3,73,632500
4,2.5,2070,1,70,600000
2,1,1150,3,66,599950
3,2.5,2520,2,80,590000
3,3.25,1290,2,73,590000
4,2.75,3220,3,52,579000
4,2.25,2310,2,61,561500
3,2,2330,1,58,549000
3,2,2850,1,55,545400
3,1.75,1830,3,77,518000
3,2.25,1640,1,56,517000
3,1.5,2040,3,62,500000
3,2.75,1980,2,58,490000
4,2.5,3480,3,66,490000
5,1.5,2180,1,51,470000
4,2.75,2680,2,77,445000
3,1.5,1690,1,60,440000
3,1.75,1990,1,54,438000
2,1.75,1800,1,55,400000
3,2,1840,3,69,390000
3,2,1450,3,72,375000
4,1.5,1770,2,57,375000
2,2,1440,3,62,365000
3,1.75,1240,1,76,361810
3,1.75,2130,3,65,361000
6,4.5,3500,1,51,350000
3,1.75,1240,2,57,345000
3,1,940,1,63,342500
2,0.75,1060,1,56,340000
3,1.75,1270,2,53,340000
4,2.5,2717,2,50,338500
3,1,1250,1,63,333000
3,1,1850,1,60,330000
3,1,1150,3,61,325000
3,3,2240,3,52,323500
3,2.5,1680,1,75,320000
3,2.25,1540,2,67,315000
3,1,1160,1,79,315000
4,2.75,2370,1,69,310000
3,1,1160,2,71,305000
6,3,2744,2,60,300000
4,1,1170,3,60,299950
3,2.75,3080,2,75,299000
3,1,1550,1,56,299000
3,2.25,2420,1,59,282000
1,1,640,1,66,279200
3,2.5,1650,1,65,273000
3,2.5,1808,1,58,270000
3,2.25,1740,3,55,255000
2,1.5,1200,3,75,250000
2,1.75,1290,1,52,239800
4,2,1440,3,58,232000
3,1,960,2,60,201000
2,2.75,1590,2,59,199950
2,2.5,1660,1,77,160000
5,4.75,6240,2,73,2950000
4,2.25,4250,1,54,1530000
3,2.5,4570,2,71,1040000
5,3.25,4260,1,64,994000
4,1.75,2440,3,55,925000
3,3.5,2940,3,63,914154
2,2.5,2000,3,55,910000
4,2.75,3540,1,58,888990
3,2,2590,3,61,885000
3,2.5,3260,2,63,850000
4,2.5,2900,3,67,850000
4,2.5,3490,2,57,734000
5,3.5,3760,3,70,730000
4,3.5,2600,1,56,722500
5,3.5,4140,2,79,720000
4,2.75,2940,1,59,710000
4,1,1680,2,72,709000
4,1.5,1910,1,77,657500
3,1,1500,3,78,614950
3,2.25,1960,3,51,613000
3,2.5,2630,3,79,609000
3,1.5,1860,2,79,580000
3,2.75,1430,2,70,580000
3,1.75,1720,2,79,575000
4,1.75,1900,2,76,566000
3,2.5,2840,3,71,560000
5,3,2730,1,70,559950
3,2.25,2160,3,69,550000
3,2.5,1720,3,59,540000
3,2.5,2860,1,63,540000
3,1.75,2020,1,68,535000
5,2.25,1950,1,59,525126
2,1,880,3,60,525000
4,1.75,1650,2,80,525000
2,1.5,960,2,58,525000
2,2.75,1310,3,71,525000
4,2.25,2350,2,52,505000
3,2.5,2090,1,53,499000
3,2.25,1460,3,67,497000
3,1.5,1790,3,66,475000
3,2,1560,2,59,465000
3,2.5,1690,1,75,460000
3,2.25,1620,3,64,425000
3,1,1320,2,67,420000
3,1,1380,1,63,408000
4,2.5,2640,3,53,389517
3,2.5,1980,3,70,380000
3,2.5,2420,2,71,369946
3,2.5,2420,3,62,367899
3,1.75,1680,3,68,366000
2,1,1210,3,80,366000
4,2.5,2140,1,66,365000
3,2,1960,2,79,360000
3,2.5,2517,3,60,353900
5,3,2520,2,59,350000
2,1,1130,1,69,345000
3,2,1340,2,76,339950
4,2.25,1790,3,56,330000
3,2.25,2220,3,70,325000
3,1,990,3,70,310000
2,1.5,1510,3,79,309950
4,1.5,1580,2,77,299980
5,2.25,2300,1,50,298950
3,2.5,1410,1,54,295500
3,2.25,1860,2,78,291000
4,1,1340,3,58,275000
4,1.75,1960,2,70,275000
4,1.75,1390,2,55,272000
1,1,1020,1,56,269000
4,2,2560,2,63,255000
3,1.75,1350,2,71,250000
3,2,1590,1,59,250000
3,1,1470,1,76,248000
3,2.25,1650,1,64,233703
3,1,1130,1,70,227000
3,1,1110,1,76,217000
4,1,1130,2,55,215000
3,1.5,1610,2,73,215000
2,1,800,3,80,109500
6,7.75,9890,2,75,6890000
3,2.25,2480,1,76,1050000
3,1.75,2520,2,76,849000
4,2.5,3720,1,71,828500
4,1,1820,3,73,825000
4,3.25,3520,3,67,795000
4,2.75,2840,1,54,779950
4,2.5,2780,1,52,739000
4,3.5,3260,1,72,715000
3,2,1820,1,60,699000
3,1.5,1760,1,66,688000
3,2.5,2440,2,61,677900
3,1,1260,1,67,665000
4,2.75,2640,3,57,650000
4,3.5,4083,3,80,637000
3,3.5,1560,2,77,625000
2,1.75,1460,3,77,625000
2,1.75,1680,2,66,620000
4,2.25,1920,2,50,595000
3,2,3030,1,61,590000
3,1.75,2040,1,80,580000
3,1,1800,2,58,556000
4,2,1680,1,66,555000
2,2.75,1950,1,76,555000
4,2.75,3080,3,52,550000
4,2.5,2810,2,69,550000
5,3,3610,3,50,549900
3,1.75,2280,3,57,540000
3,2.25,2070,3,72,535100
2,1.5,1940,3,58,535000
2,2.25,1260,1,54,530000
3,3.25,1220,2,54,526000
4,2.5,2450,3,75,525000
3,1.75,1600,3,77,515000
4,1.75,2570,3,73,495000
4,2.25,2090,1,74,490000
3,2,1510,1,52,489000
3,2.25,1620,2,75,469950
5,3,3223,1,75,469950
3,2.5,2180,2,75,450000
3,2.5,1260,2,69,437500
3,2.5,1460,2,52,436000
2,1,720,2,66,435000
2,1,2240,3,59,435000
3,2.5,1660,3,73,432000
4,2.5,2220,1,78,419950
4,1.75,2060,2,76,395000
4,2.5,2245,3,78,389990
4,2.5,2640,2,59,387990
4,1.75,2100,3,63,384000
3,2.5,1580,2,69,379000
3,1,1130,1,61,375000
4,1.5,1890,1,57,359000
3,2.5,1400,1,53,358000
3,1,920,3,70,356000
3,2.5,2440,2,73,350000
3,1.75,2010,1,79,350000
4,2.5,1530,2,52,350000
4,3,2380,1,72,340000
3,2.5,1700,2,76,335000
4,2.5,2910,2,58,312200
3,1.5,1200,1,65,309950
4,2.5,1914,2,54,305000
2,1,920,2,77,285000
5,3,2110,2,57,285000
4,2.5,1934,3,63,280000
3,2.5,1540,3,50,279000
4,2.5,2500,3,59,241500
3,1,1290,1,68,225000
5,1.5,1830,3,75,220000
3,1,1150,2,59,215000
3,2.5,1390,1,53,208800
3,1,1510,3,60,195000
3,1,1320,3,71,185000
4,2,1440,3,54,162000
2,1,1070,1,70,95000
2,1.5,1210,3,66,615000
4,2,1970,1,66,535000
3,2.5,2410,2,68,480000
5,1.75,1550,2,50,318500
3,1.5,1050,3,63,195000
5,2.25,3270,3,80,1180000
2,2,1490,3,57,700000
5,2.5,2760,3,64,575000
4,3.25,2670,1,68,500000
2,1,870,1,65,312500
4,3.5,3280,3,69,2580000
4,4.5,3860,2,60,1700000
4,2.5,3450,3,75,1390000
2,2.25,2160,2,58,1200000
4,2.75,4510,1,55,1060000
5,2.5,3050,1,71,1030000
3,3.25,3620,3,65,996000
3,1,1630,3,57,925000
4,2.5,3620,3,56,900000
4,2.75,2610,2,61,890000
4,4,3610,3,71,870000
4,2.5,2260,3,72,865000
4,2.75,2270,1,61,855000
3,3.5,3010,3,56,848000
4,3.5,3030,1,52,799950
2,3.25,3000,3,79,780000
3,3.25,3310,2,79,770000
3,2,2660,3,59,727500
4,3,1986,2,61,715000
5,2.75,2580,3,51,713000
4,2.25,2380,3,72,699900
2,2,1780,2,74,691000
3,2,2520,3,74,650000
4,2.5,2500,1,67,620000
4,2.25,2330,1,68,615000
7,4,2690,3,58,597157
3,2,1460,2,57,591000
3,2.5,1880,3,65,565000
4,2.5,2780,2,62,563500
3,2.25,1640,1,53,561000
3,2.25,1700,2,69,550000
3,1.75,1400,3,73,545000
1,1,920,2,66,535000
4,2.25,1890,1,64,525000
4,2.5,2140,3,62,525000
3,2,1600,2,53,510000
4,1.75,2290,1,72,500000
3,1.75,1530,1,70,500000
3,2.5,1880,3,62,485000
3,2.5,2130,3,57,475000
3,2.5,2120,1,57,470000
3,2.5,2000,3,55,470000
4,2.5,2470,1,65,470000
3,1.75,1640,2,67,443000
3,1.5,2260,1,58,440000
3,1.75,1440,1,77,430000
3,2.25,1840,3,52,417000
3,1.5,1240,3,75,415500
4,2.25,1770,2,51,413900
3,2.5,2070,1,77,405000
3,1.75,1410,2,51,404000
3,2.25,1350,2,71,401000
4,1.5,1980,2,62,400000
3,1.75,1560,2,71,400000
4,1,1420,3,78,398000
3,1.5,1180,1,61,390000
3,2,2140,3,75,365000
3,1,950,2,65,365000
4,2.25,1750,3,50,364000
4,2.5,2680,3,68,363500
3,1.5,1340,2,66,360000
3,1.5,1360,1,57,360000
3,2.25,1900,1,70,353000
3,3.25,1340,3,68,349000
3,1,1350,3,56,345500
3,2.5,1900,1,80,343500
4,2.5,2240,3,58,335000
3,2.5,1730,1,55,329780
4,1,1530,1,67,325000
3,2,1220,1,67,320600
4,2.5,2320,2,66,316000
3,2.5,1950,1,73,315000
3,1.5,1320,2,55,300000
3,2.25,1670,2,69,289000
4,2.25,2270,3,55,287000
4,2.5,1710,3,58,282900
2,1,700,3,64,282150
2,1,1060,1,55,275053
4,1.75,1680,1,51,268000
3,1,1400,1,55,265000
3,1.75,1490,2,75,263000
3,1.75,2170,1,61,260000
4,2.5,1580,3,59,255000
3,2.5,1794,1,62,254950
3,2.5,1560,1,69,254000
3,1.75,1550,2,59,242500
3,1.75,1510,1,80,227000
